Time,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
0.054,-4.842915805643156,2.576871868792742,-3.587429898345114,-7.96906887314538,0.07538036533986935
0.056,-4.648882429441257,3.750787564852972,-2.824223592991995,-7.9974735142663995,0.424014219844109
0.058,-4.381533400219318,4.791829741500821,-1.996917267137922,-7.9236914055732095,0.759558191043603
0.06,-4.045084971874737,5.663118960624628,-1.1242878875143478,-7.7486652890290495,1.071653589957992
0.062,-3.644843137107058,6.333789367262136,-0.22614109601961024,-7.474631539652897,1.3506656162420487
0.064,-3.1871199487434474,6.780082127900417,0.6771383092408894,-7.105091590508357,1.58798079729567
0.066,-2.679133974894982,6.986187098997901,1.5650490377393829,-6.644767193566501,1.7762728976270892
0.068,-2.128896457825361,6.9448029092013455,2.417438614281975,-6.099540088091583,1.909729089493286
0.07,-1.5450849718747377,6.6573956140660755,3.2149607698739806,-5.476376847429509,1.9842294026289558
0.07200000000000001,-0.9369065729286231,6.134146760307043,3.939514534517741,-4.783239864460147,1.997473913212035
0.074,-0.31395259764657046,5.393592699430531,4.574655066068684,-4.028985613086088,1.9490537455731547
0.076,0.31395259764656414,4.461967928240832,5.1059668907681495,-3.2232514857093024,1.840463694731741
0.078,0.9369065729286213,3.372275718712013,5.521391084195222,-2.37633265261628,1.6750560800842842
0.08,1.5450849718747361,2.163118960624634,5.811498966771787,-1.499050516685797,1.457937254842823
0.082,2.128896457825363,0.8773326349501331,5.969706101887801,-0.6026144442234612,1.1958099661150383
0.084,2.6791339748949836,-0.43953363670518897,5.992421739636105,0.3015214613594774,0.8967664321800641
0.08600000000000001,3.18711994874345,-1.7408292101539837,5.87913031430548,1.201804712966058,0.5700385249399524
0.088,3.644843137107056,-2.980455040955502,5.632403145923247,2.0867320503191706,0.2257127697469641
0.09,4.045084971874736,-4.114496766047299,5.257840080263183,2.9449964214774194,-0.12558103905862542
0.092,4.381533400219318,-5.1027803919498735,4.763942391887012,3.765631457322657,-0.4729979940474475
0.094,4.648882429441257,-5.9102954785141035,4.161919834876832,4.5381515930140495,-0.8058128714273263
0.096,4.842915805643156,-6.50843540121776,3.4654362205336064,5.2526860460236495,-1.1137512329763763
0.098,4.960573506572389,-6.876010755100819,2.6902992965401924,5.90010493886539,-1.3873066116256099
0.1,5.0,-7.0,1.8541019662496865,6.472135954999579,-1.6180339887498945
0.10200000000000001,4.9605735065723895,-6.87601075510082,0.9758229911693012,6.961470037356205,-1.798810503132743
0.10400000000000001,4.842915805643155,-6.508435401217762,0.0753962393001128,7.361854778926962,-1.9240553431721723
0.106,4.648882429441258,-5.910295478514112,-0.826741744107823,7.668174312139007,-1.9899020339626001
0.108,4.381533400219319,-5.102780391949886,-1.7101155748198535,7.8765146762336435,-1.9943178005212279
0.11,4.045084971874738,-4.114496766047314,-2.55467574939043,7.9842138274261725,-1.9371663222572622
0.112,3.644843137107058,-2.980455040955518,-3.341253698929129,7.98989565284814,-1.8202119413699915
0.114,3.1871199487434483,-1.7408292101539888,-4.051996848726145,7.893487553662944,-1.6470651952568556
0.116,2.6791339748949823,-0.4395336367051941,-4.670773809402137,7.696221372688687,-1.4230713544185694
0.11800000000000001,2.1288964578253613,0.8773326349501218,-5.183540503157014,7.4006176546756635,-1.1551454068445342
0.12,1.5450849718747386,2.1631189606246175,-5.578658915329509,7.0104534403509104,-0.851558583130148
0.122,0.9369065729286237,3.3722757187119976,-5.847161236719462,6.530714005737473,-0.5216830125797939
0.124,0.3139525976465666,4.461967928240823,-5.982953401563683,5.967529163393459,-0.17570239310148691
0.126,-0.3139525976465635,5.393592699430516,-5.982953401563684,5.328094939474014,0.17570239310148522
0.128,-0.9369065729286251,6.134146760307042,-5.847161236719463,4.620581627378142,0.5216830125797922
0.13,-1.5450849718747355,6.657395614066074,-5.57865891532951,3.854029392813723,0.8515585831301464
0.132,-2.1288964578253666,6.944802909201344,-5.18354050315701,3.0382327641744094,1.1551454068445357
0.134,-2.679133974894983,6.986187098997902,-4.6707738094021405,2.1836154841386017,1.4230713544185707
0.136,-3.1871199487434527,6.780082127900418,-4.051996848726149,1.3010973215590682,1.6470651952568545
0.138,-3.644843137107059,6.33378936726214,-3.3412536989291235,0.4019545454381552,1.8202119413699924
0.14,-4.045084971874736,5.663118960624635,-2.554675749390434,-0.5023241562345088,1.9371663222572628
0.14200000000000002,-4.38153340021932,4.79182974150082,-1.7101155748198478,-1.4001844718022176,1.9943178005212279
0.14400000000000002,-4.648882429441257,3.7507875648529714,-0.826741744107822,-2.2801540997598186,1.9899020339626003
0.146,-4.8429158056431545,2.5768718687927588,0.07539623930010839,-3.130989334697616,1.9240553431721727
0.148,-4.960573506572389,1.3116692021000933,0.9758229911692915,-3.94181873238633,1.798810503132744
0.15,-5.0,1.6292135293115917e-14,1.854101966249682,-4.702282018339783,1.6180339887498956
0.152,-4.9605735065723895,-1.3116692021000613,2.6902992965401884,-5.402662464968194,1.387306611625611
0.154,-4.842915805643155,-2.576871868792728,3.4654362205335985,-6.034011045888829,1.113751232976378
0.156,-4.648882429441258,-3.7507875648529643,4.161919834876829,-6.588260781027419,0.8058128714273278
0.158,-4.381533400219317,-4.791829741500814,4.76394239188701,-7.058329811479626,0.4729979940474492
0.16,-4.045084971874738,-5.6631189606246295,5.2578400802631835,-7.438211887106012,0.12558103905862714
0.162,-3.644843137107055,-6.333789367262131,5.632403145923244,-7.723053110666191,-0.22571276974696242
0.164,-3.1871199487434487,-6.780082127900416,5.87913031430548,-7.9092139579033125,-0.5700385249399508
0.166,-2.6791339748949787,-6.986187098997901,5.9924217396361055,-7.994315781124714,-0.8967664321800658
0.168,-2.1288964578253617,-6.944802909201346,5.969706101887801,-7.9772712020849115,-1.1958099661150383
0.17,-1.5450849718747393,-6.65739561406608,5.811498966771787,-7.858298005829509,-1.4579372548428233
0.17200000000000001,-0.9369065729286199,-6.134146760307045,5.521391084195219,-7.638916357973143,-1.6750560800842833
0.17400000000000002,-0.31395259764656724,-5.3935926994305285,5.1059668907681495,-7.321929380967339,-1.8404636947317417
0.176,0.31395259764656297,-4.461967928240839,4.5746550660686935,-6.9113873375426875,-1.949053745573154
0.178,0.9369065729286158,-3.3722757187120265,3.9395145345177403,-6.412535878967018,-1.997473913212035
0.18,1.545084971874735,-2.16311896062466,3.2149607698739837,-5.831749019371299,-1.984229402628956
0.182,2.128896457825358,-0.8773326349501418,2.4174386142819833,-5.176447692555561,-1.9097290894932868
0.184,2.6791339748949827,0.439533636705174,1.5650490377393824,-4.455004931905511,-1.7762728976270907
0.186,3.1871199487434456,1.740829210153957,0.6771383092408938,-3.676638884971909,-1.5879807972956734
0.188,3.6448431371070584,2.9804550409554995,-0.2261410960196005,-2.851295029706012,-1.3506656162420474
0.19,4.0450849718747355,4.1144967660472975,-1.1242878875143485,-1.9895190973188444,-1.071653589957992
0.192,4.38153340021932,5.102780391949881,-1.9969172671379178,-1.1023223254771102,-0.7595581910436013
0.194,4.648882429441256,5.910295478514102,-2.8242235929919906,-0.20104076354670494,-0.4240142198441089
0.196,4.8429158056431545,6.508435401217754,-3.587429898345115,0.7028095724059409,-0.07538036533986929
0.198,4.9605735065723895,6.876010755100821,-4.269214063255712,1.5976798441152522,0.2755805813692753
0.2,5.0,7.0,-4.854101966249683,2.472135954999576,0.6180339887498936
0.202,4.960573506572389,6.876010755100824,-5.328818692881269,3.3150046479462705,0.9414078643306634
0.20400000000000001,4.842915805643156,6.508435401217758,-5.682589829968466,4.11551627025205,1.2357192261806722
0.20600000000000002,4.648882429441255,5.910295478514107,-5.9073860071752335,4.863442381556841,1.4918822908483669
0.20800000000000002,4.381533400219317,5.102780391949888,-5.9981051356998005,5.549226446502439,1.7019889635893855
0.21,4.045084971874739,4.114496766047326,-5.952688207886868,6.164105942206313,1.8595529717765011
0.212,3.6448431371070615,2.9804550409555315,-5.7721660295165185,6.700224320337133,1.9597101047684928
0.214,3.187119948743449,1.7408292101539913,-5.46063582410998,7.15073139321011,1.9993683785665999
0.216,2.6791339748949867,0.43953363670520906,-5.025168240252854,7.509870861230993,1.977303489475828
0.218,2.1288964578253626,-0.8773326349501069,-4.4756468725450915,7.773053863317392,1.8941966099894885
0.22,1.5450849718747397,-2.163118960624627,-3.824543938492148,7.936917610515823,1.7526133600877272
0.222,0.9369065729286207,-3.3722757187119954,-3.0866372026890425,7.999368353630529,1.5569246031340473
0.224,0.31395259764656785,-4.461967928240812,-2.278674573130804,7.959608135850401,1.3131715115059137
0.226,-0.31395259764656236,-5.393592699430522,-1.4189939821423585,7.818144988545547,1.0288790675630144
0.228,-0.9369065729286239,-6.13414676030704,-0.5271071793044623,7.576786439957953,0.7128237574265037
0.23,-1.5450849718747346,-6.657395614066069,0.3767431171758847,7.238616419728154,0.3747626291714522
0.232,-2.1288964578253653,-6.944802909201345,1.2720426595323189,6.807955854357532,0.02513207976670169
0.234,-2.6791339748949823,-6.986187098997902,2.138471272279503,6.290307457092948,-0.3252743303897701
0.23600000000000002,-3.187119948743452,-6.780082127900422,2.9563640492897547,5.692285417674278,-0.6656390890459755
0.23800000000000002,-3.6448431371070584,-6.333789367262137,3.707157678542017,5.021530890325598,-0.9854546830965847
0.24,-4.0450849718747355,-5.66311896062465,4.373811764528469,4.286614359831979,-1.2748479794973748
0.242,-4.381533400219315,-4.79182974150083,4.941195585770557,3.4969261332074693,-1.5248850220228962
0.244,-4.648882429441256,-3.7507875648529945,5.396431509398224,2.6625563561838987,-1.7278468343856705
0.246,-4.8429158056431545,-2.576871868792772,5.729187268479858,1.794166087595055,-1.877467715307748
0.248,-4.9605735065723895,-1.3116692021000835,5.931910468427482,0.9028510789878584,-1.9691286690584107
0.25,-5.0,-1.8863893571325358e-14,6.0,4.408728476930472e-15,-2.0
0.252,-4.9605735065723895,1.3116692021000467,5.931910468427484,-0.9028510789878497,-1.969128669058411
0.254,-4.842915805643156,2.5768718687927374,5.729187268479861,-1.7941660875950463,-1.8774677153077493
0.256,-4.648882429441255,3.7507875648529625,5.396431509398227,-2.6625563561838903,-1.7278468343856723
0.258,-4.381533400219318,4.791829741500803,4.941195585770562,-3.4969261332074613,-1.5248850220228984
0.26,-4.045084971874739,5.663118960624629,4.373811764528475,-4.2866143598319715,-1.2748479794973775
0.262,-3.6448431371070624,6.333789367262131,3.707157678542007,-5.021530890325603,-0.9854546830965815
0.264,-3.1871199487434425,6.780082127900412,2.9563640492897436,-5.692285417674283,-0.665639089045972
0.266,-2.67913397489498,6.986187098997901,2.138471272279511,-6.290307457092951,-0.3252743303897665
0.268,-2.128896457825363,6.944802909201346,1.2720426595323273,-6.807955854357535,0.025132079766705367
0.27,-1.5450849718747404,6.657395614066081,0.3767431171758723,-7.238616419728157,0.3747626291714488
0.272,-0.9369065729286125,6.134146760307046,-0.5271071793044534,-7.576786439957955,0.7128237574265005
0.274,-0.3139525976465596,5.393592699430531,-1.41899398214235,-7.818144988545548,1.0288790675630115
0.276,0.31395259764657063,4.461967928240841,-2.278674573130816,-7.959608135850401,1.3131715115059166
0.278,0.9369065729286232,3.3722757187120065,-3.086637202689035,-7.999368353630529,1.5569246031340496
0.28,1.545084971874734,2.163118960624639,-3.824543938492141,-7.936917610515822,1.752613360087729
0.28200000000000003,2.128896457825373,0.8773326349501444,-4.4756468725451,-7.773053863317391,1.8941966099894896
0.28400000000000003,2.6791339748949894,-0.43953363670519624,-5.02516824025286,-7.509870861230986,1.9773034894758283
0.28600000000000003,3.1871199487434514,-1.7408292101539786,-5.460635824109976,-7.150731393210101,1.9993683785665999
0.28800000000000003,3.644843137107058,-2.98045504095552,-5.772166029516519,-6.700224320337123,1.9597101047684935
0.29,4.045084971874735,-4.114496766047275,-5.9526882078868635,-6.1641059422063185,1.8595529717765051
0.292,4.381533400219315,-5.102780391949862,-5.9981051356998005,-5.549226446502445,1.7019889635893872
0.294,4.648882429441253,-5.910295478514087,-5.9073860071752335,-4.863442381556848,1.4918822908483693
0.296,4.842915805643152,-6.508435401217744,-5.682589829968472,-4.115516270252057,1.235719226180675
0.298,4.9605735065723895,-6.8760107551008165,-5.328818692881272,-3.3150046479462785,0.9414078643306665
0.3,5.0,-7.0,-4.854101966249687,-2.4721359549995845,0.6180339887498968
0.302,4.9605735065723895,-6.876010755100828,-4.269214063255726,-1.5976798441152609,0.27558058136927877
0.304,4.842915805643158,-6.508435401217768,-3.587429898345122,-0.7028095724059497,-0.07538036533986586
0.306,4.6488824294412625,-5.910295478514122,-2.8242235929919985,0.20104076354669614,-0.4240142198441056
0.308,4.381533400219318,-5.102780391949906,-1.9969172671379365,1.1023223254771013,-0.7595581910435981
0.31,4.04508497187474,-4.114496766047329,-1.1242878875143574,1.9895190973188357,-1.071653589957989
0.312,3.644843137107063,-2.9804550409555337,-0.22614109601960933,2.851295029706004,-1.3506656162420447
0.314,3.187119948743457,-1.7408292101539937,0.6771383092408957,3.6766388849719016,-1.5879807972956712
0.316,2.6791339748949805,-0.43953363670521167,1.5650490377393735,4.455004931905503,-1.7762728976270892
0.318,2.1288964578253635,0.8773326349501044,2.4174386142819753,5.176447692555554,-1.909729089493286
0.32,1.5450849718747408,2.163118960624624,3.214960769873986,5.831749019371292,-1.9842294026289555
0.322,0.9369065729286306,3.372275718711993,3.939514534517734,6.412535878967013,-1.9974739132120352
0.324,0.3139525976465602,4.46196792824081,4.574655066068688,6.911387337542683,-1.9490537455731547
0.326,-0.31395259764657,5.3935926994305206,5.105966890768156,7.321929380967341,-1.8404636947317417
0.328,-0.9369065729286228,6.134146760307039,5.52139108419522,7.6389163579731445,-1.675056080084285
0.33,-1.5450849718747333,6.657395614066068,5.811498966771787,7.85829800582951,-1.4579372548428207
0.332,-2.1288964578253724,6.944802909201345,5.969706101887802,7.9772712020849115,-1.1958099661150354
0.334,-2.679133974894989,6.986187098997902,5.9924217396361055,7.994315781124714,-0.8967664321800625
0.336,-3.187119948743451,6.780082127900422,5.87913031430548,7.909213957903312,-0.5700385249399507
0.338,-3.644843137107057,6.333789367262137,5.632403145923241,7.72305311066619,-0.22571276974696228
0.34,-4.045084971874735,5.663118960624652,5.257840080263183,7.438211887106009,0.12558103905862728
0.342,-4.381533400219323,4.791829741500833,4.763942391887008,7.058329811479624,0.4729979940474493
0.34400000000000003,-4.64888242944126,3.750787564852975,4.16191983487682,6.588260781027416,0.8058128714273247
0.34600000000000003,-4.842915805643156,2.576871868792775,3.465436220533606,6.034011045888826,1.1137512329763808
0.34800000000000003,-4.960573506572389,1.311669202100086,2.6902992965401866,5.40266246496819,1.3873066116256136
0.35000000000000003,-5.0,-3.4333439020687072e-15,1.85410196624967,4.702282018339779,1.6180339887498976
0.352,-4.9605735065723895,-1.311669202100044,0.9758229911693211,3.94181873238635,1.7988105031327408
0.354,-4.842915805643159,-2.5768718687926886,0.07539623930012786,3.130989334697637,1.9240553431721708
0.356,-4.6488824294412625,-3.7507875648529394,-0.8267417441078238,2.280154099759827,1.9899020339626
0.358,-4.381533400219318,-4.791829741500801,-1.7101155748198393,1.4001844718022263,1.9943178005212283
0.36,-4.04508497187474,-5.6631189606245975,-2.554675749390426,0.5023241562345246,1.9371663222572635
0.362,-3.6448431371070633,-6.333789367262119,-3.3412536989291257,-0.4019545454381393,1.8202119413699938
0.364,-3.1871199487434576,-6.780082127900412,-4.051996848726134,-1.3010973215590524,1.6470651952568585
0.366,-2.679133974894996,-6.986187098997897,-4.670773809402135,-2.183615484138586,1.4230713544185707
0.368,-2.128896457825364,-6.94480290920135,-5.183540503157011,-3.0382327641743943,1.1551454068445415
0.37,-1.5450849718747415,-6.657395614066082,-5.578658915329503,-3.854029392813709,0.8515585831301463
0.372,-0.936906572928631,-6.134146760307072,-5.847161236719462,-4.620581627378129,0.5216830125798023
0.374,-0.3139525976465785,-5.393592699430548,-5.982953401563684,-5.328094939474003,0.17570239310148864
0.376,0.31395259764656935,-4.461967928240843,-5.982953401563685,-5.967529163393448,-0.17570239310149058
0.378,0.936906572928622,-3.3722757187120087,-5.847161236719464,-6.530714005737464,-0.5216830125797906
0.38,1.5450849718747328,-2.163118960624665,-5.578658915329508,-7.0104534403509025,-0.8515585831301481
0.382,2.128896457825356,-0.8773326349501469,-5.183540503157017,-7.40061765467566,-1.1551454068445315
0.384,2.679133974894988,0.43953363670519374,-4.670773809402143,-7.696221372688684,-1.423071354418572
0.386,3.1871199487434505,1.7408292101539522,-4.051996848726144,-7.8934875536629425,-1.6470651952568516
0.388,3.6448431371070567,2.980455040955495,-3.3412536989291364,-7.98989565284814,-1.8202119413699918
0.39,4.045084971874735,4.1144967660473135,-2.554675749390438,-7.984213827426173,-1.9371663222572606
0.392,4.381533400219314,5.10278039194986,-1.710115574819852,-7.876514676233644,-1.9943178005212279
0.394,4.648882429441259,5.910295478514098,-0.826741744107837,-7.668174312139009,-1.9899020339625997
0.396,4.842915805643156,6.508435401217762,0.07539623930011463,-7.361854778926966,-1.9240553431721723
0.398,4.960573506572389,6.876010755100816,0.9758229911693082,-6.961470037356209,-1.79881050313274
0.4,5.0,7.0,1.8541019662496776,-6.472135954999583,-1.6180339887498965
0.402,4.960573506572388,6.876010755100819,2.690299296540194,-5.900104938865396,-1.3873066116256072
0.404,4.8429158056431545,6.50843540121777,3.465436220533612,-5.252686046023656,-1.1137512329763792
0.406,4.648882429441256,5.91029547851411,4.161919834876841,-4.538151593014057,-0.8058128714273229
0.40800000000000003,4.381533400219318,5.1027803919498735,4.763942391887013,-3.765631457322665,-0.4729979940474405
0.41000000000000003,4.045084971874729,4.11449676604733,5.257840080263186,-2.944996421477428,-0.1255810390586253
0.41200000000000003,3.644843137107051,2.9804550409555137,5.63240314592325,-2.086732050319179,0.2257127697469713
0.41400000000000003,3.1871199487434443,1.7408292101539722,5.879130314305482,-1.2018047129660596,0.5700385249399526
0.41600000000000004,2.679133974894982,0.4395336367052142,5.9924217396361055,-0.3015214613594791,0.8967664321800706
0.418,2.128896457825381,-0.8773326349500772,5.9697061018878035,0.6026144442234596,1.195809966115037
0.42,1.545084971874742,-2.163118960624598,5.81149896677179,1.4990505166857953,1.457937254842817
0.422,0.9369065729286318,-3.372275718711991,5.5213910841952245,2.376332652616278,1.6750560800842822
0.424,0.3139525976465791,-4.461967928240789,5.105966890768163,3.2232514857093006,1.8404636947317368
0.426,-0.31395259764655103,-5.393592699430503,4.574655066068697,4.028985613086086,1.9490537455731536
0.428,-0.9369065729286215,-6.134146760307037,3.93951453451776,4.7832398644601515,1.9974739132120345
0.43,-1.545084971874732,-6.6573956140660595,3.2149607698739784,5.47637684742951,1.9842294026289562
0.432,-2.128896457825355,-6.944802909201341,2.4174386142819877,6.099540088091584,1.9097290894932852
0.434,-2.679133974894973,-6.986187098997902,1.5650490377394068,6.644767193566502,1.7762728976270916
0.436,-3.18711994874345,-6.780082127900429,0.6771383092408876,7.105091590508358,1.58798079729567
0.438,-3.6448431371070567,-6.333789367262149,-0.2261410960195961,7.474631539652898,1.3506656162420538
0.44,-4.045084971874734,-5.663118960624638,-1.1242878875143234,7.7486652890290495,1.0716535899579933
0.442,-4.381533400219314,-4.791829741500852,-1.9969172671379236,7.92369140557321,0.7595581910436094
0.444,-4.648882429441259,-3.7507875648529985,-2.824223592991987,7.9974735142664,0.4240142198441106
0.446,-4.842915805643156,-2.576871868792754,-3.587429898345095,7.969068873145379,0.07538036533986389
0.448,-4.960573506572389,-1.311669202100113,-4.269214063255716,7.838840419073974,-0.27558058136927366
0.45,-5.0,-2.400741012774424e-14,-4.85410196624968,7.6084521303612265,-0.6180339887498987
0.452,-4.96057350657239,1.3116692021000658,-5.328818692881256,7.280847765479963,-0.9414078643306619
0.454,-4.8429158056431545,2.5768718687927095,-5.682589829968468,6.860213249549214,-1.2357192261806709
0.456,-4.648882429441256,3.750787564852958,-5.907386007175232,6.351923189182678,-1.491882290848361
0.458,-4.381533400219319,4.791829741500817,-5.9981051356998,5.762472199103249,-1.7019889635893846
0.46,-4.045084971874741,5.66311896062461,-5.952688207886866,5.099391917989511,-1.8595529717765007
0.462,-3.6448431371070518,6.333789367262129,-5.772166029516517,4.371154773874145,-1.959710104768494
0.464,-3.1871199487434447,6.7800821279004175,-5.460635824109982,3.587065728720249,-1.9993683785666
0.466,-2.679133974894982,6.986187098997899,-5.025168240252844,2.7571433853961267,-1.9773034894758281
0.468,-2.1288964578253653,6.944802909201346,-4.475646872545095,1.8919919761897868,-1.8941966099894867
0.47000000000000003,-1.5450849718747257,6.657395614066075,-3.8245439384921185,1.0026658685144225,-1.752613360087728
0.47200000000000003,-0.9369065729286148,6.13414676030706,-3.0866372026890287,0.10052831906680873,-1.5569246031340438
0.47400000000000003,-0.313952597646562,5.393592699430534,-2.2786745731308082,-0.8028937188097317,-1.313171511505915
0.47600000000000003,0.3139525976465682,4.461967928240826,-1.4189939821423214,-1.69605687937645,-1.0288790675630097
0.47800000000000004,0.9369065729286209,3.372275718712033,-0.5271071793044453,-2.5675488784576888,-0.712823757426492
0.48,1.5450849718747315,2.163118960624691,0.3767431171758803,-3.4062343325205684,-0.37476262917146086
0.482,2.1288964578253546,0.8773326349501741,1.2720426595323147,-4.201397039690354,-0.02513207976671051
0.484,2.679133974894972,-0.4395336367051663,2.138471272279479,-4.942876904722665,0.32527433038976844
0.486,3.187119948743436,-1.7408292101539256,2.9563640492897507,-5.621199758390785,0.6656390890459672
0.488,3.644843137107056,-2.98045504095547,3.7071576785419964,-6.22769841253618,0.9854546830965831
0.49,4.045084971874734,-4.114496766047292,4.373811764528451,-6.754623404016114,1.2748479794973735
0.492,4.381533400219314,-5.102780391949842,4.941195585770566,-7.195242012530963,1.5248850220228949
0.494,4.648882429441253,-5.910295478514084,5.396431509398222,-7.543924287142913,1.727846834385666
0.496,4.842915805643156,-6.508435401217752,5.72918726847985,-7.796214982292615,1.8774677153077475
0.498,4.960573506572389,-6.87601075510081,5.9319104684274855,-7.948890484160066,1.969128669058409
0.5,5.0,-7.0,6.0,-8.0,2.0
0.502,4.96057350657239,-6.876010755100825,5.931910468427487,-7.948890484160068,1.9691286690584102
0.504,4.842915805643159,-6.508435401217779,5.729187268479856,-7.796214982292619,1.8774677153077497
0.506,4.648882429441256,-5.910295478514125,5.396431509398229,-7.543924287142918,1.7278468343856697
0.508,4.381533400219319,-5.102780391949893,4.9411955857705765,-7.195242012530971,1.5248850220228996
0.51,4.045084971874731,-4.114496766047353,4.3738117645284635,-6.754623404016124,1.2748479794973788
0.512,3.644843137107052,-2.9804550409555386,3.7071576785420106,-6.227698412536191,0.9854546830965891
0.514,3.1871199487434456,-1.7408292101539988,2.956364049289766,-5.621199758390797,0.6656390890459737
0.516,2.6791339748949823,-0.4395336367052416,2.138471272279495,-4.942876904722678,0.32527433038977516
0.518,2.1288964578253657,0.8773326349500993,1.2720426595323318,-4.201397039690369,-0.025132079766703654
0.52,1.545084971874743,2.1631189606246193,0.3767431171758979,-3.4062343325205844,-0.37476262917145414
0.522,0.9369065729286329,3.372275718711967,-0.5271071793044703,-2.5675488784576785,-0.7128237574264988
0.524,0.3139525976465804,4.4619679282408065,-1.4189939821423456,-1.6960568793764395,-1.0288790675630162
0.526,-0.31395259764658523,5.393592699430518,-2.278674573130792,-0.8028937188097209,-1.31317151150591
0.528,-0.9369065729286377,6.134146760307024,-3.08663720268905,0.10052831906681951,-1.5569246031340485
0.53,-1.545084971874748,6.657395614066067,-3.8245439384921376,1.0026658685144332,-1.7526133600877247
0.532,-2.12889645782537,6.944802909201344,-4.4756468725450835,1.8919919761897972,-1.8941966099894891
0.534,-2.6791339748949867,6.986187098997903,-5.025168240252858,2.757143385396137,-1.9773034894758292
0.536,-3.1871199487434487,6.780082127900424,-5.460635824109975,3.5870657287202588,-1.9993683785665999
0.538,-3.6448431371070553,6.333789367262139,-5.772166029516511,4.371154773874154,-1.9597101047684924
0.54,-4.045084971874734,5.663118960624654,-5.952688207886869,5.099391917989519,-1.8595529717765031
0.542,-4.381533400219313,4.791829741500837,-5.9981051356998,5.762472199103256,-1.7019889635893808
0.544,-4.648882429441265,3.75078756485298,-5.9073860071752335,6.351923189182684,-1.4918822908483655
0.546,-4.842915805643161,2.5768718687927796,-5.68258982996846,6.860213249549219,-1.235719226180665
0.548,-4.960573506572391,1.311669202100091,-5.328818692881265,7.280847765479967,-0.9414078643306679
0.55,-5.0,1.710172654350176e-15,-4.85410196624969,7.60845213036123,-0.6180339887498917
0.552,-4.960573506572389,-1.311669202100039,-4.269214063255699,7.838840419073976,-0.2755805813692664
0.554,-4.8429158056431545,-2.5768718687927303,-3.5874298983451087,7.96906887314538,0.07538036533987125
0.556,-4.648882429441256,-3.7507875648529767,-2.8242235929920025,7.9974735142663995,0.4240142198441178
0.558,-4.38153340021932,-4.7918297415007975,-1.9969172671379,7.923691405573209,0.7595581910436031
0.56,-4.045084971874741,-5.663118960624623,-1.1242878875143407,7.748665289029047,1.0716535899579995
0.562,-3.6448431371070407,-6.3337893672621375,-0.2261410960195711,7.4746315396528935,1.3506656162420487
0.5640000000000001,-3.1871199487434323,-6.78008212790041,0.6771383092409125,7.105091590508352,1.5879807972956745
